,,,,LANÇAMENTOS POR DATA DE PAGAMENTOS,,,,,,,,,,,,,,
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,33297,,ARQUIVEI SERVIÇOS ON LINE LTDA,258446,TRANSFERENCIA DE ARQUIVOS,TITULOS OUTROS BANCOS,2/21/2022,2/21/2022,2/21/2022,722.43,0,0,0,0,722.43,DOCTO.LIB. NO. 258446 - MENSALIDADE REF ANEXO NOTA SITEMA SBS,SOFTWARE - AQUISIÇÃO DE LICEN.
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,2022001052,,ID COM COMUNICACAO DIGITAL LTDA EPP,19235,BORDERO, ,2/21/2022,2/21/2022,2/21/2022,3447.50,0,0,52.5,0,3500.00,N.F. NO. 19235                          - PRODUÇAO DE CONTEUDOS PARA FACEBOOK / INSTAGRAM,CAMPANHAS E BRINDES
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,2022001225,,AGRODOIMO LTDA ME,4778,BORDERO, ,2/21/2022,2/21/2022,2/21/2022,970.20,0,0,0,0,970.20,PARC. 1 DE 2 REF.  N.F. NO. 4778                           - PAGAMENTO REF DEDETIZAÇAO ,MATERIAL DE ESCRITORIO
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,33297,,BERKLEY INTERNATIONAL DO BRASIL SEGUROS S A,,TRANSFERENCIA DE ARQUIVOS,TITULOS OUTROS BANCOS,2/21/2022,2/21/2022,2/21/2022,15856.78,0,0,0,0,15856.78,SEGURO RC PROFISSIONAL 04/04 ,SEGUROS DIVERSOS ESCRITORIO
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,33297,,REIS OFFICE PRODUCTS SERVICOS LTDA,,TRANSFERENCIA DE ARQUIVOS,TITULOS MESMO BANCO,2/21/2022,2/21/2022,2/21/2022,3941.64,0,0,0,0,3941.64,"LOCAÇAO, MANUTENÇAO E SUPRIMENTOS - IMPRESSORA CANON ADV C3530",MANUTENÇÃO DE EQUIPAMENTOS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,33297,,ITEC INSTITUTO TECNOLOGICO DA CONSTRUCAO CIVIL,,TRANSFERENCIA DE ARQUIVOS,TITULOS OUTROS BANCOS,2/21/2022,2/21/2022,2/21/2022,538.40,0,0,0,0,538.40,"LOCAÇAO, MANUTENÇAO E SUPRIMENTOS - IMPRESSORA SAMSUNG M4080",MANUTENÇÃO DE EQUIPAMENTOS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,33297,,TELEFONICA BRASIL S A (VIVO),,TRANSFERENCIA DE ARQUIVOS,CONCESSIONÁRIAS,2/21/2022,2/21/2022,2/21/2022,149.99,0,0,0,0,149.99,CONTA CEL DR RENATO ,TELEFONIA MOVEL
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,2022000793,,INSTITUTO NACIONAL DO SEGURO SOCIAL,34912,BORDERO, ,2/21/2022,2/21/2022,,936.08,0,0,0,0,936.08,INSS -  N.F.: 34912 - EMPRESA TEJOFRAN DE SANEAMENTO E SERVICOS LTDA,MATERIAL DE LIMPEZA
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,33300,,PREFEITURA DO MUNICIPIO DE SAO PAULO,,TRANSFERENCIA DE ARQUIVOS,IPTU,2/21/2022,2/21/2022,2/21/2022,795.96,0,0,0,0,795.96,IPTU SOBRE CONJUNTO 091 J.D.R 01/10 - CONTRIBUINTE:036.019.0303-2 - 1 de 10,IPTU
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,33297,,ALERTE MAIS SISTEMAS DE INFORMÇAO LTDA ME,18068,TRANSFERENCIA DE ARQUIVOS,TITULOS MESMO BANCO,2/21/2022,2/21/2022,2/21/2022,130.00,0,0,0,0,130.00,N.F. NO. 18068                          - PAGAMENTO RECORTES DOS DIARIOS OFICIAIS,LEGAIS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,33297,,CTE - CENTRO DE TREINAMENTO EMPRESARIAL LTDA,7415,TRANSFERENCIA DE ARQUIVOS,TITULOS MESMO BANCO,2/21/2022,2/21/2022,2/21/2022,2815.50,0,0,0,0,2815.50,N.F. NO. 7415                           - 01/10 SERVIÇO DE CONSULTORIA PARA PARTICIPAÇAO NA REDE CONSTRUÇAO DIGITAL I,PESSOAL - CURSOS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,33297,,BRASFILTER IND COM LTDA,,TRANSFERENCIA DE ARQUIVOS,TITULOS MESMO BANCO,2/22/2022,2/22/2022,2/22/2022,79.60,0,0,0,0,79.60,LOCAÇAO FILTRO 10 ANDAR,MANUTENÇÃO DE EQUIPAMENTOS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,2022000913,,KLINSMAN FRANCA SANTANA 41570419841 ,78,BORDERO, ,2/23/2022,2/23/2022,2/23/2022,910.00,0,0,0,0,910.00,N.F. NO. 78                             - ENSAIO ACOMPANHMENTO DE OBRA FEVEIRIO,CAMPANHAS E BRINDES
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,2022000944,,SOFTMATIC SISTEMAS AUTOMATICOS DE INFORMATICA LTDA,1817732,BORDERO, ,2/23/2022,2/23/2022,2/23/2022,416.78,13.38,0,0,0,430.16,N.F. NO. 1817732                       ,SOFTWARE - AQUISIÇÃO DE LICEN.
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,2022000950,,TRIBUNAL DE JUSTICA SAO PAULO,,BORDERO, ,2/23/2022,2/23/2022,2/28/2022,223.30,0,0,0,0,223.30, ,LEGAIS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,33381,,VR BENEFICIOS E SERVICOS DE PROCESSAMENTO LTDA,4967,TRANSFERENCIA DE ARQUIVOS,TITULOS OUTROS BANCOS,2/23/2022,2/23/2022,2/23/2022,58392.60,0,0,0,0,58392.60,DOCTO.LIB. NO. 4967 - PGTO. VALE REFEIÇÃO FUNCIONÁRIOS - CRY,PESSOAL - VALE REFEIÇÃO
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,33381,,VR BENEFICIOS E SERVICOS DE PROCESSAMENTO LTDA,1197,TRANSFERENCIA DE ARQUIVOS,TITULOS MESMO BANCO,2/23/2022,2/23/2022,2/23/2022,8958.24,0,0,0,0,8958.24,DOCTO.LIB. NO. 1197 - PGTO. VALE TRANSPORTE FUNCIONÁRIOS - CRY,PESSOAL - VALE TRANSPORTE
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,33381,,VR BENEFICIOS E SERVICOS DE PROCESSAMENTO LTDA,496700,TRANSFERENCIA DE ARQUIVOS,TITULOS MESMO BANCO,2/23/2022,2/23/2022,2/23/2022,4248.16,0,0,0,0,4248.16,DOCTO.LIB. NO. 496700 - PGTO. VISA FLEX FUNCIONÁRIOS - CRY,PESSOAL - VALE TRANSPORTE
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,33394,,BSSG MANUTENCAO EM SISTEMAS DE SEGURANCA LTDA ME,5626,TRANSFERENCIA DE ARQUIVOS,PIX C/C,2/24/2022,2/24/2022,2/24/2022,732.00,0,0,0,0,732.00,N.F. NO. 5626                          ,MANUTENÇÃO DE EQUIPAMENTOS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,33335,,MARQUEZANI COMERCIO DE PRODUTOS PARA INFORMATICA LTDA,4066,TRANSFERENCIA DE ARQUIVOS,TITULOS MESMO BANCO,2/25/2022,2/25/2022,2/25/2022,285.00,0,0,0,0,285.00,N.F. NO. 4066                          ,MANUTENÇÃO DE EQUIPAMENTOS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,33395,,BRASLIMPO COMERCIAL LTDA,772479,TRANSFERENCIA DE ARQUIVOS,TITULOS OUTROS BANCOS,2/25/2022,2/25/2022,2/25/2022,2567.01,0,0,0,0,2567.01,N.F. NO. 772479                        ,MATERIAL DE ESCRITORIO
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,33395,,ESPACIAL SUPRIMENTOS DE ESCRITORIO E INFORMATICA LTDA,788270,TRANSFERENCIA DE ARQUIVOS,TITULOS MESMO BANCO,2/25/2022,2/25/2022,2/25/2022,1298.16,0,0,0,0,1298.16,N.F. NO. 788270                        ,MATERIAL DE ESCRITORIO
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,33395,,CONSDOC PROCESSAMENTO DE DADOS LTDA,40002,TRANSFERENCIA DE ARQUIVOS,TITULOS MESMO BANCO,2/25/2022,2/25/2022,2/25/2022,5153.40,0,0,0,0,5153.40,N.F. NO. 40002                         ,OBRA - CUSTOS DIRETOS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,33395,,CONSDOC PROCESSAMENTO DE DADOS LTDA,39984,TRANSFERENCIA DE ARQUIVOS,TITULOS MESMO BANCO,2/25/2022,2/25/2022,2/25/2022,568.25,0,0,0,0,568.25,N.F. NO. 39984                         ,OBRA - CUSTOS DIRETOS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,33427,,MCB SERVICOS ADMINISTRATIVOS LTDA. - ME,1749,TRANSFERENCIA DE ARQUIVOS,CREDITO EM C/C,2/25/2022,2/25/2022,2/25/2022,1800.00,0,0,0,0,1800.00,N.F. NO. 1749                           - REGISTRO JUNTO A JUCESP DA ALTERAÇAO CONTRATUAL ,LEGAIS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,33395,,DOCUSIGN BRASIL SOLUÇOES EM TENCOLOGIA LTDA ,445249,TRANSFERENCIA DE ARQUIVOS,TITULOS OUTROS BANCOS,2/25/2022,2/25/2022,2/25/2022,784.81,0,0,0,0,784.81,N.F. NO. 445249                        ,LEGAIS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,33395,,DOCUSIGN BRASIL SOLUÇOES EM TENCOLOGIA LTDA ,445246,TRANSFERENCIA DE ARQUIVOS,TITULOS OUTROS BANCOS,2/25/2022,2/25/2022,2/25/2022,78.48,0,0,0,0,78.48,N.F. NO. 445246                        ,LEGAIS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,33335,,MARQUEZANI COMERCIO DE PRODUTOS PARA INFORMATICA LTDA,11028,TRANSFERENCIA DE ARQUIVOS,TITULOS MESMO BANCO,2/25/2022,2/25/2022,2/25/2022,2080.60,0,0,0,0,2080.60,N.F. NO. 11028                         ,SUPRIMENTOS INFORMATICA
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,33394,,NEOCODE SOFTWARE LTDA ME ,1689,TRANSFERENCIA DE ARQUIVOS,PIX C/C,2/25/2022,2/25/2022,2/25/2022,506.00,0,0,0,0,506.00,N.F. NO. 1689                           - ASSINATURA NEOCODE ACTIVITIES,SOFTWARE - AQUISIÇÃO DE LICEN.
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,2022000976,,BOA VISTA SERVIÇOS S.A,208492,BORDERO, ,2/25/2022,2/25/2022,2/25/2022,628.54,0,13.97,0,0,642.51,N.F. NO. 208492                        ,SOFTWARE - AQUISIÇÃO DE LICEN.
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,2022000968,,K.R.S. PRADO TECNOLOGIA DA INFORMAÇÃO EIRELI,29,BORDERO, ,2/25/2022,2/25/2022,2/25/2022,5000.00,0,0,0,0,5000.00,N.F. NO. 29                            ,SOFTWARE - AQUISIÇÃO DE LICEN.
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,33335,,SENIOR SISTEMAS S/A,37309,TRANSFERENCIA DE ARQUIVOS,TITULOS OUTROS BANCOS,2/25/2022,2/25/2022,2/25/2022,1107.65,0,0,0,0,1107.65,N.F. NO. 37309                          - CONTRATO DE MANUTENÇAO MEGA EMPRESARIAL REF 02-2022,SOFTWARE - AQUISIÇÃO DE LICEN.
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,33335,,CLARO NXT TELECOMUNICACOES S/A,30416142,TRANSFERENCIA DE ARQUIVOS,CONCESSIONÁRIAS,2/25/2022,2/25/2022,2/25/2022,342.79,0,0,0,0,342.79,N.F. NO. 30416142                       - INTERNET TV DIGITAL 9 ANDAR,INTERNET
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,33394,,SABER INSTITURO BRASILEIRO DE APRENDIZAGEM ,,TRANSFERENCIA DE ARQUIVOS,PIX C/C,2/25/2022,2/25/2022,2/25/2022,4604.90,0,0,0,0,4604.90,CUSTO MESNAL 2 JOVENS APRENDIZES ,PESSOAL - MENOR APRENDIZ
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,33395,,CENTRO DE INTEGRACAO EMPRESA ESCOLA CIE E,2727612,TRANSFERENCIA DE ARQUIVOS,TITULOS OUTROS BANCOS,2/25/2022,2/25/2022,2/25/2022,88.04,0,0,0,0,88.04,N.F. NO. 2727612                       ,PESSOAL - ESTAGIARIOS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,33395,,CENTRO DE INTEGRACAO EMPRESA ESCOLA CIE E,2727633,TRANSFERENCIA DE ARQUIVOS,TITULOS OUTROS BANCOS,2/25/2022,2/25/2022,2/25/2022,88.04,0,0,0,0,88.04,N.F. NO. 2727633                       ,PESSOAL - ESTAGIARIOS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,33395,,M SICCO SAÚDE OCUPACIONAL LTDA,8,TRANSFERENCIA DE ARQUIVOS,TITULOS OUTROS BANCOS,2/25/2022,2/25/2022,2/25/2022,33700.00,0,0,0,0,33700.00,N.F. NO. 8                             ,PESSOAL - ASSISTENCIA MEDICA
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,33395,,M SICCO SAÚDE OCUPACIONAL LTDA,3,TRANSFERENCIA DE ARQUIVOS,TITULOS OUTROS BANCOS,2/25/2022,2/25/2022,2/25/2022,1803.65,0,0,0,0,1803.65,N.F. NO. 3                             ,PESSOAL - ASSISTENCIA MEDICA
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,33395,,SERVICO SOCIAL DA CONSTRUCAO CIVIL DO ESTADO DE SAO PAULO SE,1916,TRANSFERENCIA DE ARQUIVOS,TITULOS MESMO BANCO,2/25/2022,2/25/2022,2/25/2022,1058.92,0,0,0,0,1058.92,DOCTO.LIB. NO. 1916 - PGT SECONCI FUNCIONARIO CRY,PESSOAL - ASSISTENCIA MEDICA
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,33395,,RAIA DROGASIL S A,,TRANSFERENCIA DE ARQUIVOS,TITULOS OUTROS BANCOS,2/25/2022,2/25/2022,2/25/2022,906.03,0,0,0,0,906.03,PGTO. FARMÁCIA FUNCIONÁRIOS - CRY,PESSOAL - ASSISTENCIA MEDICA
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,33363,,SUL AMERICA COMPANHIA DE SEGURO SAUDE,,TRANSFERENCIA DE ARQUIVOS,TITULOS OUTROS BANCOS,2/25/2022,2/25/2022,2/25/2022,1403.44,0,0,0,0,1403.44,PGTO. PLANO ODONTOLÓGICO FUNC - CRY,PESSOAL - ASSISTENCIA MEDICA
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,33335,,SERVICO SOCIAL DA CONSTRUCAO CIVIL DO ESTADO DE SAO PAULO SE,9920,TRANSFERENCIA DE ARQUIVOS,TITULOS MESMO BANCO,2/25/2022,2/25/2022,2/25/2022,650.00,0,0,0,0,650.00,DOCTO.LIB. NO. 9920 - PGTO. TREINAMENTO NR35 FUNCIONÁRIOS - CRY,PESSOAL - CURSOS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,33395,,TELEFONICA BRASIL S A (VIVO),240412417,TRANSFERENCIA DE ARQUIVOS,CONCESSIONÁRIAS,3/1/2022,3/1/2022,3/2/2022,1593.97,0,0,0,0,1593.97,N.F. NO. 240412417                      - SERVIÇO DE TELEFONIA FIXA 3054-8500,TELEFONIA FIXA
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,33395,,NUBE NÚCLEO BRASILEIRO DE ESTÁGIOS LTDA,1067411,TRANSFERENCIA DE ARQUIVOS,TITULOS OUTROS BANCOS,3/1/2022,3/1/2022,3/2/2022,312.00,0,0,0,0,312.00,N.F. NO. 1067411                       ,PESSOAL - ESTAGIARIOS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,33395,,SABER INSTITURO BRASILEIRO DE APRENDIZAGEM ,91926,TRANSFERENCIA DE ARQUIVOS,TITULOS OUTROS BANCOS,3/1/2022,3/1/2022,3/2/2022,465.44,0,0,0,0,465.44,N.F. NO. 91926                         ,PESSOAL - MENOR APRENDIZ
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,33395,,NUBE NÚCLEO BRASILEIRO DE ESTÁGIOS LTDA,1067412,TRANSFERENCIA DE ARQUIVOS,TITULOS OUTROS BANCOS,3/1/2022,3/1/2022,3/2/2022,320.00,0,0,0,0,320.00,N.F. NO. 1067412                       ,PESSOAL - MENOR APRENDIZ
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,33439,,ESTACIONAMENTOS TREVO LTDA,4064,TRANSFERENCIA DE ARQUIVOS,TITULOS MESMO BANCO,3/1/2022,3/1/2022,3/2/2022,1699.98,0,0,0,0,1699.98,N.F. NO. 4064                          ,VEICULOS - OUTRAS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,33395,,PARS PRODUTOS DE PROCESSAMENTO DE DADOS,20221338,TRANSFERENCIA DE ARQUIVOS,TITULOS MESMO BANCO,3/2/2022,3/2/2022,3/2/2022,4200.00,0,0,0,0,4200.00,N.F. NO. 20221338                       - RENOVACAO ANUAL ADOBE CRATIVE CLOUD DEPARTAMENTO INCORPORAÇAO / MARKETING,HARDWARE - AQUISIÇÃO E MAN.
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,33395,,TELEFONICA BRASIL S A (VIVO),241823286,TRANSFERENCIA DE ARQUIVOS,CONCESSIONÁRIAS,3/3/2022,3/3/2022,3/3/2022,399.99,0,0,0,0,399.99,N.F. NO. 241823286                      - INTERNET FIBRA  - BANDA LARGA S/A,INTERNET
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,33464,,KABUM COMERCIO ELETRONICO S A,284100,TRANSFERENCIA DE ARQUIVOS,TITULOS MESMO BANCO,3/3/2022,3/3/2022,3/3/2022,268.73,0,0,0,0,268.73,DOCTO.LIB. NO. 284100 - 4 BASES COOLER PARA NOTEBOOK (ENGENHARIA),SUPRIMENTOS INFORMATICA
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,33439,,SOMPO SEGUROS S.A ,,TRANSFERENCIA DE ARQUIVOS,TITULOS OUTROS BANCOS,3/3/2022,3/3/2022,3/3/2022,3600.59,0,0,0,0,3600.59,SEGURO ESCRITORIO,SEGUROS DIVERSOS ESCRITORIO
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,2022001044,,FOLHA DE PAGAMENTO,,BORDERO, ,3/3/2022,3/3/2022,3/3/2022,149487.00,0,0,0,0,149487.00,PGTO. SALÁRIO REF. À FEV/22 FUNC - CRY,PESSOAL - SALARIOS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,33395,,LABORATORIO DE PATOLOGIA CIRURGICA DE SAO PAULO,40870,TRANSFERENCIA DE ARQUIVOS,TITULOS MESMO BANCO,3/3/2022,3/3/2022,3/3/2022,825.88,0,0,0,0,825.88,N.F. NO. 40870                         ,PESSOAL - ASSISTENCIA MEDICA
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,33488,,MAGAZINE LUIZA S/A 0001-21,693,TRANSFERENCIA DE ARQUIVOS,TITULOS OUTROS BANCOS,3/4/2022,3/4/2022,3/4/2022,3323.70,0,0,0,0,3323.70,DOCTO.LIB. NO. 693 - 3 CELULARES GALAXY A12 ENGENHARIA,MATERIAL DE ESCRITORIO
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,33503,,ALELO INSTITUICAO DE PAGAMENTO SA,142,TRANSFERENCIA DE ARQUIVOS,TITULOS OUTROS BANCOS,3/4/2022,3/4/2022,3/4/2022,204.00,0,0,0,0,204.00,DOCTO.LIB. NO. 142 - PGTO. CARTÃO PREMIAÇÃO  CRY,CAMPANHAS E BRINDES
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,33515,,DOARE SERVIÇOS FINANCEIROS LTDA ME,2678,TRANSFERENCIA DE ARQUIVOS,TITULOS OUTROS BANCOS,3/7/2022,3/7/2022,3/7/2022,530.00,0,0,0,0,530.00,N.F. NO. 2678                           - PAGAMENTO REF PAGINA DOAÇAO ATIVA ,CAMPANHAS E BRINDES
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,33515,,SERET AR CONDICIONADO EIRELI ME,1231,TRANSFERENCIA DE ARQUIVOS,TITULOS OUTROS BANCOS,3/7/2022,3/7/2022,3/7/2022,1670.00,0,0,0,0,1670.00,N.F. NO. 1231                           - MANUTENÇAO AR CONDICIONADO (TODO O ESCRITORIO) ,MANUTENÇÃO DE EQUIPAMENTOS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,2022001117,,EMPRESA TEJOFRAN DE SANEAMENTO E SERVICOS LTDA,35186,BORDERO, ,3/7/2022,3/7/2022,3/7/2022,8887.42,0,0,0,0,8887.42,N.F. NO. 35186                         ,MATERIAL DE LIMPEZA
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,33515,,SFB CONSULTORIA CONTABIL E FISCAL LTDA,512,TRANSFERENCIA DE ARQUIVOS,TITULOS MESMO BANCO,3/7/2022,3/7/2022,3/7/2022,4328.73,0,0,0.01,0,4328.74,N.F. NO. 512                           ,AUDITORIA
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,33515,,DELL COMPUTADORES DO BRASIL LTDA,84045,TRANSFERENCIA DE ARQUIVOS,TITULOS OUTROS BANCOS,3/7/2022,3/7/2022,3/7/2022,31899.99,0,0,0,0,31899.99,DOCTO.LIB. NO. 84045 - 5 NOTEBOOKS DELL G15 - ENGENHARIA,SOFTWARE - AQUISIÇÃO DE LICEN.
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,33515,,SBS COMERCIO E INFORMATICA LTDA,5590,TRANSFERENCIA DE ARQUIVOS,TITULOS MESMO BANCO,3/7/2022,3/7/2022,3/7/2022,6129.61,0,0,0,0,6129.61,N.F. NO. 5590                          ,SOFTWARE - AQUISIÇÃO DE LICEN.
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,2022001106,,BANCO ITAU S/A,,BORDERO, ,3/7/2022,3/7/2022,3/7/2022,24139.24,0,0,0,0,24139.24,PGTO. FGTS SOBRE FOLHA DE FEV/22 - CRY,PESSOAL - FGTS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,33537,,SIND EMP COMP VENDA LOC ADM IMOV RESID COMERC SAO PAULO,,TRANSFERENCIA DE ARQUIVOS,TITULOS MESMO BANCO,3/7/2022,3/7/2022,3/7/2022,204.00,0,0,0,0,204.00,RENOVAÇAO CERTIFICADO ,ANUALIDADES - TAXAS DIVERSAS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,33395,,COPIAS & SERVICOS PINHEIROS LTDA,73414,TRANSFERENCIA DE ARQUIVOS,TITULOS MESMO BANCO,3/8/2022,3/8/2022,3/8/2022,399.77,0,0,0,0,399.77,N.F. NO. 73414                         ,COPIADORAS E GRÁFICAS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,33515,,SIND. DOS TRABALHADORES NAS IND.S DA CONSTR. CIVIL DE SAO PA,,TRANSFERENCIA DE ARQUIVOS,TITULOS OUTROS BANCOS,3/8/2022,3/8/2022,3/8/2022,557.91,0,0,0,0,557.91,PGTO. ASSISTENCIAL 1%  FUNCIONÁRIOS - CRY,PESSOAL - CONTRIBUIÇÕES
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,33515,,99TAXIS DESENVOLVIMENTO DE SOFTWARE LTDA,15452,TRANSFERENCIA DE ARQUIVOS,TITULOS MESMO BANCO,3/9/2022,3/9/2022,3/9/2022,121.00,0,0,0,0,121.00,N.F. NO. 15452                          - B2B SOFTWARE AGENCY,SOFTWARE - AQUISIÇÃO DE LICEN.
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,33515,,J DI PAES E DOCES LTDA EPP,880,TRANSFERENCIA DE ARQUIVOS,CREDITO EM C/C,3/9/2022,3/9/2022,3/9/2022,887.75,0,0,0,0,887.75,N.F. NO. 880                           ,ALIMENTAÇÃO
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,33395,,MARQUEZANI COMERCIO DE PRODUTOS PARA INFORMATICA LTDA,11060,TRANSFERENCIA DE ARQUIVOS,TITULOS MESMO BANCO,3/9/2022,3/9/2022,3/9/2022,393.40,0,0,0,0,393.40,N.F. NO. 11060                         ,SUPRIMENTOS INFORMATICA
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,33515,,99TAXIS DESENVOLVIMENTO DE SOFTWARE LTDA,,TRANSFERENCIA DE ARQUIVOS,TITULOS MESMO BANCO,3/9/2022,3/9/2022,3/9/2022,2256.77,0,0,0,0,2256.77,SERVIÇO UTILIZACAO DE TAXIS - PERIODO 01.02 A 28.02 ,VEICULOS - OUTRAS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,2022001199,,RYPE PARTICIPACOES E EMPREENDIMENTOS LTDA,,BORDERO, ,3/9/2022,3/9/2022,3/9/2022,200000.00,0,0,0,0,200000.00,DEVOLUÇÃO EMPRÉSTIMO EM C/C,C/C -  COM RYPE
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,33551,,ULTRAFARMA SAUDE EIRELI,70235,TRANSFERENCIA DE ARQUIVOS,TITULOS OUTROS BANCOS,3/9/2022,3/9/2022,3/9/2022,152.06,0,0,0,0,152.06,DOCTO.LIB. NO. 70235 - COMPRA MEDICAMENTOS,PESSOAL - ASSISTENCIA MEDICA
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,33562,,RICARDO COSLOP 34470060801,357,TRANSFERENCIA DE ARQUIVOS,PIX C/C,3/10/2022,3/10/2022,3/10/2022,658.00,0,0,0,0,658.00,N.F. NO. 357                           ,MENSAGEIRO
